Property_ID,Neighborhood,Square_Feet,Bedrooms,Condition_Score,Listing_Price,Fair_Market_Value,Renovation_Cost,Total_Investment,Cap_Rate_Pct,ROI_Pct,Action_Recommendation
PROP_0529,Dorchester,3090,5,7,1287357.8,1461518.0,29151,1316508.8,6.66,11.01,Buy
PROP_0530,Dorchester,1737,5,10,1029251.75,900645.0,0,1029251.75,5.25,-12.5,Pass
PROP_0531,Back Bay,2967,5,2,4441117.7,3811551.0,61944,4503061.7,3.22,-15.36,Pass
PROP_0532,Fenway,1295,1,5,882839.3,747288.67,30620,913459.3,4.09,-18.19,Pass
PROP_0533,Back Bay,2367,5,9,2389592.17,3047695.0,0,2389592.17,4.85,27.54,Buy
PROP_0534,Beacon Hill,856,4,9,974103.25,1100754.0,0,974103.25,4.52,13.0,Pass
PROP_0535,South End,1401,4,6,1320054.97,1279405.0,11098,1331152.97,4.33,-3.89,Pass
PROP_0536,South End,1509,4,2,1425012.24,1418588.0,130807,1555819.24,4.1,-8.82,Pass
PROP_0537,Cambridge,2280,2,6,1728422.88,1583833.0,17355,1745777.88,4.35,-9.28,Pass
PROP_0538,Cambridge,2969,2,2,1649850.28,1976458.67,118487,1768337.28,5.36,11.77,Pass
PROP_0539,Beacon Hill,1838,3,5,2149022.27,1961782.0,38454,2187476.27,3.59,-10.32,Pass
PROP_0540,South End,2968,1,9,2244275.78,2389992.0,0,2244275.78,4.79,6.49,Pass
PROP_0541,Back Bay,3373,1,7,3221135.86,4064166.0,33071,3254206.86,4.75,24.89,Buy
PROP_0542,Seaport,2069,2,4,2129779.09,2061971.67,50159,2179938.09,3.97,-5.41,Pass
PROP_0543,Back Bay,3059,4,8,4569544.65,3829044.0,0,4569544.65,3.18,-16.21,Pass
PROP_0544,Seaport,3494,4,7,3629766.43,3510598.67,16046,3645812.43,4.04,-3.71,Pass
PROP_0545,Beacon Hill,1449,2,9,1647006.26,1547766.0,0,1647006.26,3.76,-6.03,Pass
PROP_0546,South End,2339,1,6,2168775.41,1960878.0,36917,2205692.41,4.0,-11.1,Pass
PROP_0547,Cambridge,2856,2,9,2208907.49,1938423.0,0,2208907.49,4.21,-12.25,Pass
PROP_0548,Dorchester,3037,5,9,1303024.92,1495611.0,0,1303024.92,6.89,14.78,Buy
PROP_0549,Cambridge,3224,3,9,2541368.2,2174268.67,0,2541368.2,4.11,-14.44,Pass
PROP_0550,Fenway,2546,2,3,1469104.78,1413437.67,52224,1521328.78,4.65,-7.09,Pass
PROP_0551,Dorchester,797,4,7,515796.28,501241.0,16361,532157.28,5.65,-5.81,Buy
PROP_0552,Seaport,2548,1,7,2641263.36,2470255.33,30180,2671443.36,3.88,-7.53,Pass
PROP_0553,Back Bay,834,5,1,1397368.96,1230596.0,139963,1537331.96,3.04,-19.95,Pass
PROP_0554,Back Bay,1122,1,5,1212065.86,1440035.0,26211,1238276.86,4.42,16.29,Buy
PROP_0555,Cambridge,2346,4,10,1972986.62,1702652.0,0,1972986.62,4.14,-13.7,Pass
PROP_0556,Back Bay,1512,5,9,2036566.27,2036405.0,0,2036566.27,3.8,-0.01,Pass
PROP_0557,Cambridge,1978,2,9,1426053.06,1308088.33,0,1426053.06,4.4,-8.27,Pass
PROP_0558,Cambridge,1491,1,2,1212719.09,1023160.0,131423,1344142.09,3.65,-23.88,Pass
PROP_0559,Back Bay,1248,1,6,1475568.14,1549989.0,39623,1515191.14,3.89,2.3,Pass
PROP_0560,Fenway,2605,1,2,1623465.61,1417080.33,135896,1759361.61,4.03,-19.45,Pass
PROP_0561,Beacon Hill,2351,4,3,3160848.79,2548377.0,112491,3273339.79,3.11,-22.15,Pass
PROP_0562,Back Bay,2973,4,6,4652642.89,3775883.0,31568,4684210.89,3.06,-19.39,Pass
PROP_0563,Seaport,955,5,3,995923.72,1124335.33,123016,1118939.72,4.22,0.48,Pass
PROP_0564,South End,2696,2,5,2514095.04,2262660.0,29557,2543652.04,4.0,-11.05,Pass
PROP_0565,Cambridge,2415,2,1,1497564.34,1622465.0,89779,1587343.34,4.91,2.21,Pass
PROP_0566,Fenway,997,2,1,408993.09,664327.33,86021,495014.09,6.71,34.2,Buy
PROP_0567,Cambridge,1483,5,9,1166434.17,1200843.33,0,1166434.17,4.94,2.95,Pass
PROP_0568,Seaport,1339,2,7,1678211.11,1384912.33,29611,1707822.11,3.41,-18.91,Pass
PROP_0569,Cambridge,3431,1,10,2064406.59,2250369.67,0,2064406.59,5.23,9.01,Pass
PROP_0570,Seaport,2595,3,6,2463175.26,2554245.0,38038,2501213.26,4.29,2.12,Pass
PROP_0571,Cambridge,2359,5,1,1773063.06,1723369.33,105350,1878413.06,4.4,-8.25,Pass
PROP_0572,Back Bay,3166,4,7,4605189.76,4010440.0,33779,4638968.76,3.29,-13.55,Pass
PROP_0573,South End,3270,3,8,2182112.92,2736936.0,0,2182112.92,5.64,25.43,Buy
PROP_0574,Back Bay,824,1,4,670145.86,1016951.0,95671,765816.86,5.05,32.79,Buy
PROP_0575,Cambridge,794,5,2,606048.22,705070.67,137265,743313.22,4.55,-5.14,Pass
PROP_0576,Seaport,3059,5,4,3168906.51,3088936.67,71607,3240513.51,4.0,-4.68,Pass
PROP_0577,Beacon Hill,992,5,4,1137509.04,1218423.0,128257,1265766.04,3.85,-3.74,Pass
PROP_0578,Fenway,3187,1,9,1938520.39,1738191.33,0,1938520.39,4.48,-10.33,Pass
PROP_0579,Cambridge,625,1,3,538366.08,442306.33,138330,676696.08,3.14,-34.64,Pass
PROP_0580,Beacon Hill,1060,5,1,1059549.24,1315751.0,83840,1143389.24,4.6,15.07,Buy
PROP_0581,Cambridge,3211,4,9,2724019.56,2202623.33,0,2724019.56,3.88,-19.14,Pass
PROP_0582,Fenway,1285,2,6,652867.95,746366.33,11696,664563.95,5.62,12.31,Buy
PROP_0583,Back Bay,3069,3,10,5027247.05,3827569.0,0,5027247.05,2.89,-23.86,Pass
PROP_0584,Back Bay,2924,5,3,3033464.62,3773605.0,87853,3121317.62,4.59,20.9,Buy
PROP_0585,Cambridge,2141,5,1,1645477.72,1599493.67,74272,1719749.72,4.46,-6.99,Pass
PROP_0586,Fenway,2978,5,6,1717243.12,1835419.67,38328,1755571.12,5.23,4.55,Pass
PROP_0587,South End,2919,4,8,2769064.24,2544434.0,0,2769064.24,4.13,-8.11,Pass
PROP_0588,South End,2455,3,5,1608549.64,2079449.0,17186,1625735.64,5.76,27.91,Buy
PROP_0589,Cambridge,2606,2,6,1762801.63,1731339.67,35859,1798660.63,4.62,-3.74,Pass
PROP_0590,Cambridge,1219,3,2,900996.89,897405.33,100081,1001077.89,4.3,-10.36,Pass
PROP_0591,Cambridge,1870,5,8,1523534.1,1403126.33,0,1523534.1,4.42,-7.9,Pass
PROP_0592,Back Bay,3125,4,4,4790838.49,3963069.0,143783,4934621.49,3.05,-19.69,Pass
PROP_0593,Back Bay,3401,5,9,5068516.02,4308891.0,0,5068516.02,3.23,-14.99,Pass
PROP_0594,Beacon Hill,3068,2,5,3556832.02,3136020.0,28601,3585433.02,3.5,-12.53,Pass
PROP_0595,Seaport,2387,2,8,1568310.02,2297888.67,0,1568310.02,6.15,46.52,Buy
PROP_0596,Back Bay,1543,3,3,1849371.89,1979013.0,135867,1985238.89,3.79,-0.31,Pass
PROP_0597,Fenway,2276,5,4,1412016.28,1426163.67,73816,1485832.28,4.8,-4.02,Pass
PROP_0598,South End,2061,3,4,1628858.22,1804641.0,148932,1777790.22,4.57,1.51,Pass
PROP_0599,South End,2229,3,7,2260870.49,1886896.0,30058,2290928.49,3.71,-17.64,Pass
PROP_0600,Cambridge,3365,1,1,1581606.04,2184687.67,101313,1682919.04,6.23,29.82,Buy
PROP_0601,Beacon Hill,2392,2,4,3062507.52,2466729.0,148134,3210641.52,3.07,-23.17,Pass
PROP_0602,Cambridge,1889,3,9,1347514.33,1305622.67,0,1347514.33,4.65,-3.11,Pass
PROP_0603,South End,3380,4,8,2849212.75,2932532.0,0,2849212.75,4.63,2.92,Pass
PROP_0604,South End,1546,5,7,1662193.76,1459426.0,33854,1696047.76,3.87,-13.95,Pass
PROP_0605,Seaport,2638,2,5,2376049.5,2557740.33,39076,2415125.5,4.45,5.91,Pass
PROP_0606,Dorchester,1061,4,4,584732.65,618198.0,70700,655432.65,5.66,-5.68,Buy
PROP_0607,Fenway,3200,3,7,911114.9,1900985.67,23869,934983.9,10.17,103.32,Buy
PROP_0608,Seaport,1074,4,3,1217784.81,1215753.0,141502,1359286.81,3.76,-10.56,Pass
PROP_0609,Cambridge,639,5,2,686243.38,620223.0,97068,783311.38,3.8,-20.82,Pass
PROP_0610,Dorchester,3183,2,7,1032505.28,1408195.0,21116,1053621.28,8.02,33.65,Buy
PROP_0611,South End,1180,5,9,1258741.42,1201149.0,0,1258741.42,4.29,-4.58,Pass
PROP_0612,Beacon Hill,1424,5,9,1585459.9,1627832.0,0,1585459.9,4.11,2.67,Pass
PROP_0613,Beacon Hill,2273,5,4,2338843.35,2550116.0,88402,2427245.35,4.2,5.06,Pass
PROP_0614,South End,983,3,9,1076400.17,976853.0,0,1076400.17,4.08,-9.25,Pass
PROP_0615,Back Bay,2588,5,10,2813391.65,3399126.0,0,2813391.65,4.59,20.82,Buy
PROP_0616,Dorchester,905,5,9,510122.59,585064.0,0,510122.59,6.88,14.69,Buy
PROP_0617,South End,1095,3,6,847010.54,983214.0,30195,877205.54,5.04,12.08,Pass
PROP_0618,Beacon Hill,3151,5,7,4339063.87,3441421.0,20014,4359077.87,3.16,-21.05,Pass
PROP_0619,Beacon Hill,2679,3,9,3222452.2,2809881.0,0,3222452.2,3.49,-12.8,Pass
PROP_0620,Dorchester,1576,3,9,608993.49,799487.0,0,608993.49,7.88,31.28,Buy
PROP_0621,Fenway,2258,5,6,1583719.65,1415374.67,12800,1596519.65,4.43,-11.35,Pass
PROP_0622,South End,2456,1,8,2146460.95,1967410.0,0,2146460.95,4.12,-8.34,Pass
PROP_0623,Seaport,703,3,1,822186.67,845418.33,141118,963304.67,3.69,-12.24,Pass
PROP_0624,Cambridge,1006,2,2,674942.9,720067.33,63050,737992.9,4.68,-2.43,Pass
PROP_0625,South End,1280,5,6,1492912.78,1308040.0,14357,1507269.78,3.91,-13.22,Pass
PROP_0626,Fenway,1963,4,7,1313212.72,1231993.33,14287,1327499.72,4.64,-7.19,Pass
PROP_0627,Dorchester,664,1,4,380647.16,340825.0,100719,481366.16,4.25,-29.2,Pass
PROP_0628,Dorchester,1751,4,1,957380.2,921969.0,100445,1057825.2,5.23,-12.84,Pass
PROP_0629,Beacon Hill,1273,5,4,1445173.25,1518814.0,138791,1583964.25,3.84,-4.11,Pass
PROP_0630,Fenway,1501,1,6,1124522.97,883445.33,10999,1135521.97,3.89,-22.2,Pass
PROP_0631,Dorchester,1124,3,10,611241.82,607602.0,0,611241.82,5.96,-0.6,Buy
PROP_0632,Back Bay,1051,4,9,1647829.94,1438998.0,0,1647829.94,3.32,-12.67,Pass
PROP_0633,South End,1439,3,7,1156812.34,1263089.0,31074,1187886.34,4.78,6.33,Pass
PROP_0634,Beacon Hill,1833,4,5,1901436.38,2020327.0,36954,1938390.38,4.17,4.23,Pass
PROP_0635,Seaport,2524,3,1,2315572.37,2472256.33,69552,2385124.37,4.35,3.65,Pass
PROP_0636,Fenway,1116,1,1,524345.95,667725.0,145549,669894.95,4.98,-0.32,Pass
PROP_0637,Beacon Hill,649,1,6,796423.64,730938.0,32724,829147.64,3.53,-11.84,Pass
PROP_0638,Dorchester,2073,4,7,1133231.49,1025420.0,19741,1152972.49,5.34,-11.06,Pass
PROP_0639,Cambridge,2862,3,6,2259749.18,2002839.0,34028,2293777.18,4.19,-12.68,Pass
PROP_0640,Dorchester,1359,4,9,832552.28,782716.0,0,832552.28,5.64,-5.99,Buy
PROP_0641,Seaport,1168,2,10,1164848.13,1194978.33,0,1164848.13,4.31,2.59,Pass
PROP_0642,Seaport,2664,2,9,2701968.33,2553301.0,0,2701968.33,3.97,-5.5,Pass
PROP_0643,Seaport,2588,2,1,2494127.51,2479722.67,78230,2572357.51,4.05,-3.6,Pass
PROP_0644,Seaport,3034,2,8,2143073.84,2904358.33,0,2143073.84,5.69,35.52,Buy
PROP_0645,Seaport,3233,2,7,3104393.32,3165184.67,38890,3143283.32,4.23,0.7,Pass
PROP_0646,Back Bay,1268,4,3,2217902.91,1753482.0,144803,2362705.91,2.82,-25.79,Pass
PROP_0647,South End,3014,2,5,2256671.33,2491309.0,29233,2285904.33,4.9,8.99,Pass
PROP_0648,Fenway,1757,3,6,1345175.99,1040915.67,23032,1368207.99,3.8,-23.92,Pass
PROP_0649,Beacon Hill,2066,4,2,2080128.08,2270330.0,79084,2159212.08,4.21,5.15,Pass
PROP_0650,Seaport,1688,3,6,2272904.78,1717603.67,12994,2285898.78,3.16,-24.86,Pass
PROP_0651,South End,1159,5,6,1046887.68,1226775.0,37491,1084378.68,5.09,13.13,Pass
PROP_0652,Dorchester,1209,1,4,520334.03,538876.0,128854,649188.03,4.98,-16.99,Pass
PROP_0653,South End,1416,1,1,1190602.47,1198418.0,127219,1317821.47,4.09,-9.06,Pass
PROP_0654,Seaport,2693,2,10,2838692.63,2587817.67,0,2838692.63,3.83,-8.84,Pass
PROP_0655,Cambridge,969,3,2,663982.68,797721.0,69874,733856.68,5.22,8.7,Pass
PROP_0656,Beacon Hill,2379,3,4,2479631.69,2529516.0,119212,2598843.69,3.89,-2.67,Pass
PROP_0657,Seaport,3026,1,3,3275375.04,2914275.67,79943,3355318.04,3.65,-13.14,Pass
PROP_0658,South End,1459,1,4,944286.54,1171338.0,112956,1057242.54,4.99,10.79,Pass
PROP_0659,Dorchester,2686,1,7,1233844.97,1118164.0,11134,1244978.97,5.39,-10.19,Pass
PROP_0660,South End,2103,4,5,1865739.46,1886718.0,28730,1894469.46,4.48,-0.41,Pass
PROP_0661,Seaport,1543,2,2,1446070.86,1500575.33,77586,1523656.86,4.14,-1.51,Pass
PROP_0662,Fenway,1937,1,7,830813.94,1119412.67,36249,867062.94,6.46,29.1,Buy
PROP_0663,South End,1961,3,8,1994248.64,1674083.0,0,1994248.64,3.78,-16.05,Pass
PROP_0664,Fenway,3034,2,8,1886595.86,1669002.33,0,1886595.86,4.42,-11.53,Pass
PROP_0665,Seaport,1290,2,9,1447241.57,1277248.0,0,1447241.57,3.71,-11.75,Pass
PROP_0666,South End,3156,3,1,2969846.45,2632824.0,141829,3111675.45,3.81,-15.39,Pass
PROP_0667,Dorchester,3196,1,8,1221030.35,1296657.0,0,1221030.35,6.37,6.19,Buy
PROP_0668,Back Bay,3417,5,10,4858777.94,4320425.0,0,4858777.94,3.38,-11.08,Pass
PROP_0669,Back Bay,1279,4,5,1507195.78,1778609.0,35934,1543129.78,4.38,15.26,Buy
PROP_0670,Fenway,2739,2,10,1880418.47,1535217.0,0,1880418.47,4.08,-18.36,Pass
PROP_0671,Seaport,1828,4,7,1953749.78,1953626.33,13644,1967393.78,4.17,-0.7,Pass
PROP_0672,Fenway,1474,4,6,1004433.46,967840.33,18312,1022745.46,4.73,-5.37,Pass
PROP_0673,Seaport,2237,5,5,2163600.65,2292969.67,12032,2175632.65,4.43,5.39,Pass
PROP_0674,Seaport,3361,4,4,3729826.17,3305385.33,65954,3795780.17,3.66,-12.92,Pass
PROP_0675,Back Bay,1402,4,1,2109789.25,1844756.0,148499,2258288.25,3.1,-18.31,Pass
PROP_0676,Dorchester,2787,4,5,1874926.29,1299898.0,10060,1884986.29,4.14,-31.04,Pass
PROP_0677,Dorchester,2513,4,9,1453309.95,1224663.0,0,1453309.95,5.06,-15.73,Pass
PROP_0678,South End,2372,5,10,1734079.2,2189283.0,0,1734079.2,5.68,26.25,Buy
PROP_0679,Fenway,3454,1,5,2271025.2,1865541.33,16972,2287997.2,4.08,-18.46,Pass
PROP_0680,Dorchester,736,3,6,358535.11,453900.0,36884,395419.11,6.89,14.79,Buy
PROP_0681,Cambridge,686,1,3,525657.31,524529.67,56968,582625.31,4.32,-9.97,Pass
PROP_0682,Beacon Hill,3373,1,4,2952797.66,3466422.0,111934,3064731.66,4.52,13.11,Pass
PROP_0683,South End,2247,5,7,2163803.84,2003120.0,13687,2177490.84,4.14,-8.01,Pass
PROP_0684,South End,1196,2,6,942048.89,1048405.0,30768,972816.89,4.85,7.77,Pass
PROP_0685,Back Bay,1320,3,10,2037954.36,1780671.0,0,2037954.36,3.32,-12.62,Pass
PROP_0686,Fenway,1098,2,2,859030.54,735577.0,96313,955343.54,3.85,-23.0,Pass
PROP_0687,Cambridge,2853,3,8,2491677.02,1954121.0,0,2491677.02,3.76,-21.57,Pass
PROP_0688,Dorchester,3010,5,3,1076338.7,1412328.0,130201,1206539.7,7.02,17.06,Buy
PROP_0689,Dorchester,2559,2,2,777060.6,1082240.0,80049,857109.6,7.58,26.27,Buy
PROP_0690,Seaport,2122,5,1,2116197.68,2236586.33,78916,2195113.68,4.28,1.89,Pass
PROP_0691,South End,1431,5,7,1433574.6,1421500.0,29071,1462645.6,4.37,-2.81,Pass
PROP_0692,Fenway,1455,2,1,834024.48,897696.0,65810,899834.48,4.99,-0.24,Pass
PROP_0693,Fenway,1630,2,7,822233.47,1018453.33,35396,857629.47,5.94,18.75,Buy
PROP_0694,Fenway,792,1,5,639181.09,458813.0,20655,659836.09,3.48,-30.47,Pass
PROP_0695,Seaport,3441,4,9,2808699.71,3370959.0,0,2808699.71,5.04,20.02,Buy
PROP_0696,Back Bay,3315,1,6,3893924.85,4029831.0,24671,3918595.85,3.91,2.84,Pass
PROP_0697,Dorchester,3072,3,3,1685081.45,1354763.0,122309,1807390.45,4.5,-25.04,Pass
PROP_0698,Fenway,1822,5,3,1112343.81,1176167.33,54234,1166577.81,5.04,0.82,Pass
PROP_0699,Cambridge,1141,1,2,904278.84,764848.33,93442,997720.84,3.68,-23.34,Pass
PROP_0700,Cambridge,983,2,9,747104.64,750101.67,0,747104.64,4.82,0.4,Pass
PROP_0701,Seaport,2495,4,4,2283034.38,2503973.67,61064,2344098.38,4.49,6.82,Pass
PROP_0702,Back Bay,1284,2,4,1710673.8,1638737.0,137999,1848672.8,3.37,-11.36,Pass
PROP_0703,Seaport,820,3,3,958362.55,957214.33,129698,1088060.55,3.69,-12.03,Pass
PROP_0704,Beacon Hill,602,3,10,570290.84,729197.0,0,570290.84,5.11,27.86,Buy
PROP_0705,South End,3266,3,2,2195586.89,2777725.0,59277,2254863.89,5.54,23.19,Buy
PROP_0706,Dorchester,1879,1,9,831816.29,799608.0,0,831816.29,5.77,-3.87,Buy
PROP_0707,Seaport,2555,1,10,2946277.96,2401299.67,0,2946277.96,3.42,-18.5,Pass
PROP_0708,Seaport,2492,5,1,2617568.24,2585063.67,94386,2711954.24,4.0,-4.68,Pass
PROP_0709,Dorchester,3132,3,7,1747798.35,1442591.0,13163,1760961.35,4.92,-18.08,Pass
PROP_0710,South End,1888,4,7,1785611.63,1695093.0,27374,1812985.63,4.21,-6.5,Pass
PROP_0711,Beacon Hill,2412,2,5,2610690.44,2528025.0,32260,2642950.44,3.83,-4.35,Pass
PROP_0712,Cambridge,2093,2,6,1856718.25,1460377.67,28959,1885677.25,3.72,-22.55,Pass
PROP_0713,Cambridge,1215,3,8,878507.22,908212.0,0,878507.22,4.96,3.38,Pass
PROP_0714,Back Bay,1554,2,1,2100580.65,1981965.0,102953,2203533.65,3.42,-10.06,Pass
PROP_0715,Seaport,3161,2,3,3374477.55,3072341.67,149161,3523638.55,3.66,-12.81,Pass
PROP_0716,South End,1390,2,6,1054085.85,1169485.0,20744,1074829.85,4.9,8.81,Pass
PROP_0717,Back Bay,838,3,3,1305840.99,1157477.0,143405,1449245.99,3.03,-20.13,Pass
PROP_0718,Cambridge,2708,1,10,1532603.27,1746775.67,0,1532603.27,5.47,13.97,Pass
PROP_0719,Back Bay,1522,4,6,1820696.68,2003926.0,29430,1850126.68,4.12,8.31,Pass
PROP_0720,Back Bay,1574,4,4,1847232.62,2062831.0,99145,1946377.62,4.03,5.98,Pass
PROP_0721,Beacon Hill,2987,4,8,3428860.96,3153544.0,0,3428860.96,3.68,-8.03,Pass
PROP_0722,Beacon Hill,1368,5,5,1863981.85,1634629.0,29259,1893240.85,3.45,-13.66,Pass
PROP_0723,Back Bay,2437,2,6,2966397.76,3060079.0,39912,3006309.76,3.87,1.79,Pass
PROP_0724,Fenway,2703,3,8,1745717.85,1586135.0,0,1745717.85,4.54,-9.14,Pass
PROP_0725,Dorchester,676,2,8,399615.07,417937.0,0,399615.07,6.28,4.58,Buy
PROP_0726,Cambridge,2978,1,1,2647902.46,1936423.67,85618,2733520.46,3.4,-29.16,Pass
PROP_0727,Cambridge,1611,3,5,972958.83,1181414.0,14594,987552.83,5.74,19.63,Buy
PROP_0728,Beacon Hill,1549,3,6,1604393.06,1663334.0,10165,1614558.06,4.12,3.02,Pass
PROP_0729,Fenway,3109,2,4,1621325.88,1760789.33,115206,1736531.88,5.07,1.4,Pass
PROP_0730,Fenway,2854,3,5,2142994.04,1646126.33,37772,2180766.04,3.77,-24.52,Pass
PROP_0731,Seaport,2785,3,4,3201863.53,2775645.33,125324,3327187.53,3.5,-16.58,Pass
PROP_0732,Dorchester,2164,3,9,853635.31,976522.0,0,853635.31,6.86,14.4,Buy
PROP_0733,Back Bay,1899,3,8,2536394.01,2389894.0,0,2536394.01,3.58,-5.78,Pass
PROP_0734,Seaport,1250,2,5,1582351.58,1289040.67,21826,1604177.58,3.37,-19.64,Pass
PROP_0735,Seaport,2284,4,4,2780562.31,2311990.33,145989,2926551.31,3.32,-21.0,Pass
PROP_0736,Fenway,1736,2,2,1029562.12,1028557.67,69610,1099172.12,4.68,-6.42,Pass
PROP_0737,Fenway,2190,2,7,1429050.77,1290567.0,35674,1464724.77,4.41,-11.89,Pass
PROP_0738,Fenway,2924,4,9,2037070.71,1745648.67,0,2037070.71,4.28,-14.31,Pass
PROP_0739,Back Bay,1805,2,3,2575276.53,2216917.0,145040,2720316.53,3.1,-18.51,Pass
PROP_0740,Back Bay,3486,4,6,4741466.94,4372304.0,38401,4779867.94,3.48,-8.53,Pass
PROP_0741,Seaport,3368,5,2,2954148.47,3403287.67,94435,3048583.47,4.69,11.64,Pass
PROP_0742,Seaport,1033,1,8,1010335.39,1038235.33,0,1010335.39,4.32,2.76,Pass
PROP_0743,Beacon Hill,1741,4,6,1577114.55,1947541.0,12690,1589804.55,4.9,22.5,Buy
PROP_0744,Cambridge,689,5,2,772252.51,655770.67,103027,875279.51,3.6,-25.08,Pass
PROP_0745,Cambridge,2210,4,6,1642797.26,1572105.67,24995,1667792.26,4.52,-5.74,Pass
PROP_0746,Cambridge,1652,2,7,1135424.24,1101287.67,23455,1158879.24,4.56,-4.97,Pass
PROP_0747,Beacon Hill,1541,3,8,1916624.34,1725486.0,0,1916624.34,3.6,-9.97,Pass
PROP_0748,Cambridge,1543,3,1,1059938.98,1165384.33,96830,1156768.98,4.84,0.74,Pass
PROP_0749,Fenway,3278,1,5,1632524.68,1804849.67,13805,1646329.68,5.48,9.63,Pass
PROP_0750,Back Bay,3013,4,3,3974850.2,3780315.0,84314,4059164.2,3.54,-6.87,Pass
PROP_0751,Back Bay,2569,4,4,3408883.95,3258138.0,119681,3528564.95,3.51,-7.66,Pass
PROP_0752,Cambridge,3375,2,3,2196889.57,2284683.0,107124,2304013.57,4.76,-0.84,Pass
PROP_0753,Seaport,2640,4,7,2592392.9,2689831.0,39031,2631423.9,4.29,2.22,Pass
PROP_0754,Dorchester,2530,5,4,1032874.97,1311165.0,94825,1127699.97,6.98,16.27,Buy
PROP_0755,Fenway,1961,2,5,954208.37,1185328.67,24527,978735.37,6.06,21.11,Buy
PROP_0756,Beacon Hill,1085,2,7,1007290.75,1201983.0,29600,1036890.75,4.64,15.92,Buy
PROP_0757,Dorchester,3382,2,10,1190891.69,1432934.0,0,1190891.69,7.22,20.32,Buy
PROP_0758,Back Bay,2828,2,3,3823986.66,3536549.0,104219,3928205.66,3.42,-9.97,Pass
PROP_0759,Cambridge,1535,1,10,1320451.71,1059604.67,0,1320451.71,3.85,-19.75,Pass
PROP_0760,Beacon Hill,1894,5,9,2143163.03,2137856.0,0,2143163.03,3.99,-0.25,Pass
PROP_0761,Fenway,1046,4,7,687173.02,725484.67,10226,697399.02,5.2,4.03,Pass
PROP_0762,Back Bay,647,2,9,771447.83,837551.0,0,771447.83,4.13,8.57,Pass
PROP_0763,Cambridge,2871,5,1,1489243.77,2111336.0,117568,1606811.77,6.31,31.4,Buy
PROP_0764,Fenway,1852,3,6,1043599.92,1101633.33,37779,1081378.92,5.09,1.87,Pass
PROP_0765,Seaport,2643,1,6,3554488.16,2534031.0,13262,3567750.16,2.98,-28.97,Pass
PROP_0766,Dorchester,2045,4,6,906863.39,1049972.0,29169,936032.39,6.73,12.17,Buy
PROP_0767,Dorchester,1319,5,8,706613.94,791509.0,0,706613.94,6.72,12.01,Buy
PROP_0768,Dorchester,2894,1,5,1129299.0,1183405.0,34253,1163552.0,6.1,1.71,Buy
PROP_0769,South End,907,1,5,876450.65,789000.0,21001,897451.65,3.96,-12.08,Pass
PROP_0770,Cambridge,2219,4,1,1934826.34,1609138.67,91235,2026061.34,3.81,-20.58,Pass
PROP_0771,Fenway,3147,5,6,2346947.36,1878736.0,29363,2376310.36,3.95,-20.94,Pass
PROP_0772,Dorchester,1080,1,8,480513.11,531214.0,0,480513.11,6.63,10.55,Buy
PROP_0773,Cambridge,2633,3,7,1595675.29,1853690.67,21949,1617624.29,5.5,14.59,Buy
PROP_0774,Seaport,927,3,5,1109653.86,1042473.0,36096,1145749.86,3.82,-9.01,Pass
PROP_0775,Dorchester,755,1,7,385657.26,320108.0,37649,423306.26,4.54,-24.38,Pass
PROP_0776,Fenway,3405,2,2,1771047.23,1922830.0,145402,1916449.23,5.02,0.33,Pass
PROP_0777,Cambridge,2604,5,7,2295675.06,1899999.0,16992,2312667.06,3.94,-17.84,Pass
PROP_0778,Dorchester,2090,4,5,1071471.32,1068062.0,24806,1096277.32,5.85,-2.57,Buy
PROP_0779,Fenway,3031,4,9,2062301.51,1820197.33,0,2062301.51,4.41,-11.74,Pass
PROP_0780,Back Bay,2955,1,1,3162969.97,3580485.0,69692,3232661.97,4.21,10.76,Pass
PROP_0781,Seaport,1616,1,8,1767865.88,1601329.67,0,1767865.88,3.8,-9.42,Pass
PROP_0782,Cambridge,2290,4,3,1373639.86,1691789.33,78810,1452449.86,5.59,16.48,Buy
PROP_0783,Fenway,3262,3,1,1991793.0,1862533.33,125476,2117269.0,4.4,-12.03,Pass
PROP_0784,Fenway,1023,2,8,641179.1,685620.0,0,641179.1,5.35,6.93,Pass
PROP_0785,South End,1856,1,3,1939754.5,1571042.0,142298,2082052.5,3.4,-24.54,Pass
PROP_0786,Cambridge,1416,5,6,1323570.16,1120466.0,21410,1344980.16,4.0,-16.69,Pass
PROP_0787,Back Bay,2831,4,7,4547774.88,3622501.0,22580,4570354.88,3.01,-20.74,Pass
PROP_0788,Cambridge,2824,3,7,2258331.75,1966008.33,37323,2295654.75,4.11,-14.36,Pass
PROP_0789,Seaport,2117,3,3,2500007.57,2163091.67,105021,2605028.57,3.49,-16.96,Pass
PROP_0790,South End,2319,3,8,1776421.14,2025627.0,0,1776421.14,5.13,14.03,Pass
PROP_0791,Cambridge,3256,4,8,1807667.95,2225388.33,0,1807667.95,5.91,23.11,Buy
PROP_0792,Cambridge,3017,4,8,2182317.63,2081155.67,0,2182317.63,4.58,-4.64,Pass
PROP_0793,Dorchester,1998,5,3,907532.29,1096257.0,116809,1024341.29,6.42,7.02,Buy
PROP_0794,Fenway,3157,2,10,2004681.86,1783981.33,0,2004681.86,4.45,-11.01,Pass
