SKU_ID,Category,ABC_Class,Unit_Price,Annual_Revenue,Avg_Daily_Sales,Lead_Time_Days,Safety_Stock_Qty,Reorder_Point_Qty,Current_Inventory_Qty,Stock_Status,Inventory_Value
SKU_2174,Apparel,B,427.79,1141108.22,7.3,10,17.0,90.0,97.0,Healthy,24897.378
SKU_2175,Home & Garden,C,78.61,113905.02,4.0,26,8.0,111.0,273.0,Overstock,12876.318
SKU_2176,Toys,B,206.4,722929.49,9.6,21,36.0,237.0,344.0,Healthy,42600.96
SKU_2177,Electronics,C,46.88,223711.84,13.1,19,15.0,264.0,339.0,Healthy,9535.392
SKU_2178,Apparel,C,277.15,91875.88,0.9,43,3.0,42.0,24.0,Healthy,3990.9599999999996
SKU_2179,Electronics,B,338.18,477800.8,3.9,44,18.0,188.0,128.0,Healthy,25972.224
SKU_2180,Apparel,B,471.2,935878.23,5.4,32,14.0,188.0,209.0,Healthy,59088.479999999996
SKU_2181,Toys,A,372.27,1365367.53,10.0,6,12.0,72.0,103.0,Healthy,23006.285999999996
SKU_2182,Electronics,A,275.14,3106950.26,30.9,22,118.0,799.0,13.0,Critical Low,2146.0919999999996
SKU_2183,Sports,B,466.98,498869.5,2.9,31,7.0,98.0,116.0,Healthy,32501.807999999997
SKU_2184,Apparel,C,244.43,362684.53,4.1,25,11.0,113.0,87.0,Healthy,12759.246
SKU_2185,Sports,B,284.99,415531.3,4.0,27,4.0,112.0,106.0,Healthy,18125.364
SKU_2186,Electronics,C,302.09,311384.43,2.8,11,7.0,38.0,76.0,Overstock,13775.303999999998
SKU_2187,Sports,C,210.89,374973.46,4.9,23,14.0,126.0,130.0,Healthy,16449.42
SKU_2188,Sports,A,420.86,2862345.59,18.6,13,29.0,271.0,329.0,Healthy,83077.764
SKU_2189,Electronics,C,100.74,76710.98,2.1,16,1.0,35.0,4.0,Critical Low,241.77599999999998
SKU_2190,Toys,A,281.87,1270257.36,12.3,34,40.0,460.0,51.0,Critical Low,8625.222
SKU_2191,Sports,C,363.89,127322.45,1.0,11,1.0,11.0,13.0,Healthy,2838.3419999999996
SKU_2192,Sports,B,452.95,622855.48,3.8,6,2.0,24.0,18.0,Healthy,4891.86
SKU_2193,Toys,B,443.12,804801.42,5.0,21,13.0,118.0,284.0,Overstock,75507.648
SKU_2194,Sports,A,259.28,5218121.84,55.1,15,62.0,889.0,832.0,Healthy,129432.57599999997
SKU_2195,Sports,B,325.15,630594.6,5.3,16,6.0,91.0,51.0,Healthy,9949.589999999998
SKU_2196,Sports,C,203.18,39045.39,0.5,7,1.0,5.0,5.0,Healthy,609.5400000000001
SKU_2197,Home & Garden,C,239.41,58653.12,0.7,25,1.0,17.0,17.0,Healthy,2441.982
SKU_2198,Toys,A,454.07,1275673.4,7.7,18,12.0,151.0,191.0,Healthy,52036.422
SKU_2199,Sports,A,466.04,2625296.72,15.4,19,18.0,311.0,184.0,Healthy,51450.816
SKU_2200,Toys,A,448.75,1899149.59,11.6,14,24.0,186.0,123.0,Healthy,33117.75
SKU_2201,Apparel,C,77.8,256566.98,9.0,40,34.0,396.0,427.0,Healthy,19932.359999999997
SKU_2202,Apparel,A,426.54,4640430.8,29.8,14,71.0,489.0,690.0,Healthy,176587.56000000003
SKU_2203,Sports,B,474.7,670022.91,3.9,21,6.0,87.0,80.0,Healthy,22785.6
SKU_2204,Toys,A,187.01,1476174.76,21.6,29,26.0,653.0,368.0,Healthy,41291.808
SKU_2205,Toys,C,264.14,100503.34,1.0,31,1.0,34.0,28.0,Healthy,4437.552
SKU_2206,Toys,C,391.76,356682.35,2.5,37,7.0,99.0,76.0,Healthy,17864.255999999998
SKU_2207,Home & Garden,C,285.42,88027.4,0.8,15,3.0,15.0,9.0,Healthy,1541.268
SKU_2208,Apparel,B,496.81,963458.28,5.3,17,7.0,97.0,109.0,Healthy,32491.374
SKU_2209,Toys,B,233.3,595232.37,7.0,5,5.0,40.0,50.0,Healthy,6999.0
SKU_2210,Toys,B,359.83,1112873.76,8.5,35,12.0,308.0,398.0,Healthy,85927.404
SKU_2211,Home & Garden,B,398.37,1157227.65,8.0,37,27.0,322.0,763.0,Overstock,182373.786
SKU_2212,Home & Garden,C,252.11,223394.76,2.4,25,7.0,68.0,99.0,Healthy,14975.334
SKU_2213,Toys,B,429.92,922841.05,5.9,20,15.0,133.0,96.0,Healthy,24763.392
SKU_2214,Electronics,C,277.62,124144.23,1.2,43,6.0,59.0,55.0,Healthy,9161.46
SKU_2215,Toys,A,211.71,2931381.28,37.9,27,96.0,1120.0,3041.0,Overstock,386286.066
SKU_2216,Toys,C,62.83,117716.68,5.1,14,5.0,77.0,203.0,Overstock,7652.6939999999995
SKU_2217,Home & Garden,C,202.77,304163.12,4.1,37,9.0,161.0,132.0,Healthy,16059.384000000002
SKU_2218,Home & Garden,A,369.63,6710105.13,49.7,26,153.0,1446.0,1192.0,Healthy,264359.376
SKU_2219,Toys,C,461.43,280276.7,1.7,10,3.0,20.0,27.0,Healthy,7475.166
SKU_2220,Toys,C,133.32,93150.05,1.9,40,6.0,83.0,175.0,Overstock,13998.6
SKU_2221,Toys,C,184.07,133215.6,2.0,14,5.0,32.0,83.0,Overstock,9166.686
SKU_2222,Home & Garden,C,85.44,212410.6,6.8,20,18.0,154.0,171.0,Healthy,8766.144
SKU_2223,Toys,A,348.45,1577516.23,12.4,17,38.0,249.0,563.0,Overstock,117706.41
SKU_2224,Toys,A,480.49,3148130.0,18.0,24,49.0,479.0,344.0,Healthy,99173.136
SKU_2225,Sports,A,324.07,19139039.25,161.8,8,311.0,1605.0,1722.0,Healthy,334829.124
SKU_2226,Electronics,C,312.37,56656.32,0.5,24,1.0,13.0,8.0,Healthy,1499.376
SKU_2227,Apparel,A,281.21,1574553.06,15.3,26,48.0,447.0,401.0,Healthy,67659.12599999999
SKU_2228,Electronics,C,53.34,73724.41,3.8,33,17.0,141.0,197.0,Healthy,6304.7880000000005
SKU_2229,Sports,B,367.46,490315.89,3.7,20,7.0,80.0,70.0,Healthy,15433.319999999998
SKU_2230,Apparel,C,305.0,391013.2,3.5,27,12.0,107.0,102.0,Healthy,18666.0
SKU_2231,Toys,C,334.12,302817.25,2.5,34,9.0,94.0,115.0,Healthy,23054.280000000002
SKU_2232,Sports,A,450.42,9170496.09,55.8,34,66.0,1963.0,5219.0,Overstock,1410445.1879999998
SKU_2233,Toys,A,394.14,2920783.08,20.3,7,29.0,172.0,134.0,Healthy,31688.855999999996
SKU_2234,Home & Garden,B,392.65,1088865.92,7.6,28,10.0,223.0,144.0,Healthy,33924.96
SKU_2235,Sports,A,464.32,6335569.89,37.4,41,192.0,1725.0,3649.0,Overstock,1016582.2079999999
SKU_2236,Home & Garden,C,495.07,217413.85,1.2,17,3.0,24.0,53.0,Overstock,15743.225999999999
SKU_2237,Sports,C,294.83,161045.97,1.5,36,2.0,56.0,71.0,Healthy,12559.758
SKU_2238,Sports,C,63.35,12519.5,0.5,41,1.0,23.0,66.0,Overstock,2508.6600000000003
SKU_2239,Home & Garden,C,234.97,273778.13,3.2,16,7.0,58.0,71.0,Healthy,10009.722
SKU_2240,Apparel,A,395.92,1296474.58,9.0,12,12.0,120.0,60.0,Healthy,14253.12
SKU_2241,Electronics,C,23.59,71966.49,8.4,28,8.0,242.0,334.0,Healthy,4727.436
SKU_2242,Toys,C,37.87,122197.62,8.8,20,21.0,197.0,240.0,Healthy,5453.28
SKU_2243,Sports,C,42.91,21283.16,1.4,36,3.0,52.0,7.0,Critical Low,180.222
SKU_2244,Toys,A,368.21,2603402.34,19.4,38,28.0,764.0,90.0,Critical Low,19883.34
SKU_2245,Home & Garden,B,255.57,918918.92,9.9,39,43.0,427.0,343.0,Healthy,52596.306
SKU_2246,Toys,B,190.76,1239946.19,17.8,36,82.0,723.0,137.0,Critical Low,15680.471999999998
SKU_2247,Home & Garden,C,61.75,17183.67,0.8,21,2.0,18.0,19.0,Healthy,703.9499999999999
SKU_2248,Toys,A,368.8,1445454.99,10.7,6,19.0,83.0,115.0,Healthy,25447.2
SKU_2249,Electronics,C,167.3,108484.86,1.8,30,3.0,56.0,10.0,Critical Low,1003.8
SKU_2250,Electronics,C,140.01,234407.11,4.6,21,7.0,103.0,214.0,Overstock,17977.284
SKU_2251,Electronics,A,329.64,1688119.06,14.0,42,28.0,617.0,911.0,Healthy,180181.224
SKU_2252,Electronics,B,283.92,854170.21,8.2,6,14.0,63.0,5.0,Critical Low,851.7600000000001
SKU_2253,Electronics,C,187.58,182090.9,2.7,12,7.0,39.0,29.0,Healthy,3263.8920000000003
SKU_2254,Electronics,B,324.33,881326.24,7.4,10,15.0,89.0,102.0,Healthy,19848.995999999996
SKU_2255,Home & Garden,C,142.9,61340.15,1.2,13,3.0,18.0,16.0,Healthy,1371.84
SKU_2256,Sports,A,399.47,4283791.15,29.4,5,39.0,185.0,195.0,Healthy,46737.990000000005
SKU_2257,Toys,C,122.37,257964.03,5.8,9,7.0,59.0,72.0,Healthy,5286.383999999999
SKU_2258,Electronics,B,87.83,906698.97,28.3,43,83.0,1299.0,3182.0,Overstock,167685.036
SKU_2259,Home & Garden,B,393.4,564036.54,3.9,13,3.0,54.0,68.0,Healthy,16050.719999999998
SKU_2260,Home & Garden,B,356.87,513481.66,3.9,18,3.0,74.0,214.0,Overstock,45822.108
SKU_2261,Home & Garden,C,99.49,107254.68,3.0,31,10.0,102.0,120.0,Healthy,7163.28
SKU_2262,Sports,B,66.96,516798.2,21.1,13,35.0,310.0,757.0,Overstock,30413.231999999996
SKU_2263,Toys,B,420.82,484452.46,3.2,40,11.0,137.0,114.0,Healthy,28784.087999999996
SKU_2264,Sports,A,390.53,2282826.67,16.0,33,49.0,578.0,1375.0,Overstock,322187.25
SKU_2265,Apparel,C,170.36,290350.91,4.7,24,8.0,120.0,17.0,Critical Low,1737.6720000000003
SKU_2266,Home & Garden,C,332.52,83736.61,0.7,19,1.0,15.0,34.0,Overstock,6783.408
SKU_2267,Apparel,C,70.84,96367.37,3.7,40,11.0,160.0,166.0,Healthy,7055.664
SKU_2268,Electronics,C,258.45,169343.2,1.8,7,2.0,15.0,16.0,Healthy,2481.12
SKU_2269,Electronics,C,19.18,53870.39,7.7,27,28.0,236.0,478.0,Overstock,5500.824
SKU_2270,Sports,C,201.88,130497.05,1.8,13,3.0,26.0,32.0,Healthy,3876.0959999999995
SKU_2271,Toys,C,46.67,382404.01,22.4,34,74.0,837.0,1065.0,Healthy,29822.13
SKU_2272,Apparel,B,242.82,587091.21,6.6,23,24.0,176.0,262.0,Healthy,38171.304
SKU_2273,Toys,B,216.62,472099.63,6.0,42,29.0,279.0,382.0,Healthy,49649.304
SKU_2274,Sports,A,227.75,1349453.95,16.2,7,32.0,146.0,98.0,Healthy,13391.699999999999
SKU_2275,Electronics,C,32.21,276215.11,23.5,7,21.0,186.0,393.0,Overstock,7595.118
SKU_2276,Toys,B,187.19,492827.12,7.2,38,8.0,282.0,331.0,Healthy,37175.934
SKU_2277,Toys,B,380.68,406934.89,2.9,6,2.0,20.0,17.0,Healthy,3882.936
SKU_2278,Electronics,C,190.77,61217.73,0.9,31,2.0,29.0,16.0,Healthy,1831.392
SKU_2279,Apparel,B,360.43,426747.26,3.2,27,13.0,100.0,135.0,Healthy,29194.83
SKU_2280,Electronics,C,191.04,245671.22,3.5,36,13.0,139.0,78.0,Healthy,8940.671999999999
SKU_2281,Toys,B,217.39,666667.68,8.4,39,11.0,339.0,791.0,Overstock,103173.294
SKU_2282,Apparel,B,286.31,510316.41,4.9,44,8.0,223.0,633.0,Overstock,108740.538
SKU_2283,Apparel,A,475.83,2929921.79,16.9,22,21.0,392.0,993.0,Overstock,283499.51399999997
SKU_2284,Electronics,C,63.34,81867.72,3.5,31,11.0,121.0,112.0,Healthy,4256.447999999999
SKU_2285,Toys,C,26.13,65804.65,6.9,15,17.0,121.0,358.0,Overstock,5612.723999999999
SKU_2286,Sports,A,307.9,3438184.6,30.6,43,147.0,1462.0,1794.0,Healthy,331423.56
SKU_2287,Toys,A,475.06,1930951.83,11.1,23,42.0,298.0,841.0,Overstock,239715.276
SKU_2288,Home & Garden,B,494.96,1242129.76,6.9,29,11.0,210.0,562.0,Overstock,166900.51199999996
SKU_2289,Sports,C,247.24,323814.3,3.6,11,4.0,44.0,28.0,Healthy,4153.632
SKU_2290,Apparel,C,239.36,301941.43,3.5,35,7.0,128.0,24.0,Critical Low,3446.784
SKU_2291,Sports,C,326.03,316841.76,2.7,6,3.0,19.0,51.0,Overstock,9976.517999999998
SKU_2292,Apparel,C,282.26,397727.11,3.9,42,19.0,181.0,152.0,Healthy,25742.111999999997
SKU_2293,Apparel,A,320.7,2141918.08,18.3,9,30.0,195.0,425.0,Overstock,81778.5
SKU_2294,Sports,B,438.26,905681.64,5.7,18,16.0,118.0,124.0,Healthy,32606.543999999998
SKU_2295,Apparel,C,375.69,200573.1,1.5,22,3.0,36.0,41.0,Healthy,9241.973999999998
SKU_2296,Apparel,A,253.47,5705525.62,61.7,40,72.0,2539.0,1352.0,Healthy,205614.864
SKU_2297,Home & Garden,B,236.31,935667.31,10.8,8,6.0,93.0,68.0,Healthy,9641.448
SKU_2298,Toys,C,323.4,161211.14,1.4,28,4.0,42.0,114.0,Overstock,22120.559999999998
SKU_2299,Toys,C,233.3,370269.73,4.3,17,11.0,85.0,74.0,Healthy,10358.52
SKU_2300,Home & Garden,B,234.31,721879.91,8.4,25,13.0,224.0,211.0,Healthy,29663.646
SKU_2301,Sports,C,17.99,375201.28,57.1,37,223.0,2337.0,1227.0,Healthy,13244.238
SKU_2302,Electronics,C,95.29,67989.07,2.0,24,7.0,54.0,8.0,Critical Low,457.392
SKU_2303,Electronics,A,249.37,2169680.99,23.8,9,31.0,246.0,261.0,Healthy,39051.342
SKU_2304,Electronics,A,413.1,5974262.59,39.6,28,138.0,1247.0,1783.0,Healthy,441934.38
SKU_2305,Home & Garden,C,146.58,185917.41,3.5,39,9.0,145.0,166.0,Healthy,14599.368
SKU_2306,Home & Garden,B,266.1,514389.2,5.3,34,19.0,199.0,272.0,Healthy,43427.520000000004
SKU_2307,Apparel,C,179.03,139230.71,2.1,32,8.0,76.0,199.0,Overstock,21376.182
SKU_2308,Electronics,C,61.35,129625.35,5.8,11,16.0,79.0,50.0,Healthy,1840.5
SKU_2309,Sports,B,479.57,1237831.29,7.1,39,17.0,293.0,167.0,Healthy,48052.914
SKU_2310,Sports,A,428.79,2552145.91,16.3,34,41.0,596.0,1736.0,Overstock,446627.66400000005
SKU_2311,Electronics,B,48.46,483536.85,27.3,38,46.0,1085.0,2798.0,Overstock,81354.648
SKU_2312,Electronics,B,362.7,398613.05,3.0,43,6.0,135.0,142.0,Healthy,30902.04
SKU_2313,Electronics,C,180.31,45881.07,0.7,13,2.0,11.0,27.0,Overstock,2921.022
SKU_2314,Home & Garden,A,497.48,1307924.06,7.2,16,22.0,137.0,120.0,Healthy,35818.560000000005
SKU_2315,Home & Garden,B,158.18,606734.24,10.5,33,26.0,372.0,352.0,Healthy,33407.616
SKU_2316,Home & Garden,B,126.98,461964.19,10.0,14,11.0,150.0,358.0,Overstock,27275.304
SKU_2317,Toys,B,288.27,525326.05,5.0,31,10.0,165.0,17.0,Critical Low,2940.354
SKU_2318,Sports,A,419.21,1313198.34,8.6,23,19.0,217.0,228.0,Healthy,57347.92799999999
SKU_2319,Sports,A,104.33,1734154.94,45.5,17,67.0,841.0,446.0,Healthy,27918.708
SKU_2320,Apparel,A,357.61,1524861.24,11.7,41,24.0,503.0,445.0,Healthy,95481.87000000001
SKU_2321,Home & Garden,C,40.09,69076.02,4.7,36,18.0,188.0,117.0,Healthy,2814.318
SKU_2322,Toys,B,460.28,681117.89,4.1,19,3.0,80.0,91.0,Healthy,25131.287999999997
SKU_2323,Toys,C,49.73,109383.65,6.0,25,16.0,166.0,32.0,Critical Low,954.8159999999999
SKU_2324,Sports,A,457.97,8804701.13,52.7,7,96.0,465.0,68.0,Critical Low,18685.176
SKU_2325,Home & Garden,B,250.5,542193.2,5.9,12,7.0,78.0,53.0,Healthy,7965.9
SKU_2326,Apparel,B,229.56,604603.9,7.2,10,13.0,85.0,90.0,Healthy,12396.24
SKU_2327,Home & Garden,B,486.92,736174.06,4.1,33,14.0,151.0,207.0,Healthy,60475.464
SKU_2328,Electronics,A,495.29,4994347.31,27.6,23,79.0,715.0,617.0,Healthy,183356.35799999998
SKU_2329,Home & Garden,A,328.59,9309114.76,77.6,21,163.0,1793.0,2629.0,Healthy,518317.866
SKU_2330,Electronics,C,72.29,334802.95,12.7,14,19.0,196.0,407.0,Overstock,17653.218
SKU_2331,Electronics,B,258.02,768560.75,8.2,37,36.0,338.0,467.0,Healthy,72297.204
SKU_2332,Apparel,B,269.29,759051.81,7.7,17,21.0,152.0,439.0,Overstock,70930.986
SKU_2333,Sports,C,262.08,40431.9,0.4,31,1.0,14.0,8.0,Healthy,1257.984
SKU_2334,Home & Garden,A,289.05,1906312.94,18.1,16,17.0,306.0,254.0,Healthy,44051.219999999994
SKU_2335,Electronics,C,19.18,60749.26,8.7,6,5.0,57.0,54.0,Healthy,621.432
SKU_2336,Home & Garden,A,358.5,1616607.36,12.4,14,11.0,183.0,200.0,Healthy,43020.0
SKU_2337,Sports,B,359.07,412367.0,3.1,25,9.0,87.0,72.0,Healthy,15511.824
SKU_2338,Sports,C,66.58,113205.06,4.7,27,5.0,131.0,172.0,Healthy,6871.056
SKU_2339,Toys,B,289.42,476649.7,4.5,5,4.0,26.0,25.0,Healthy,4341.3
SKU_2340,Sports,A,288.5,2651217.56,25.2,37,101.0,1033.0,1406.0,Healthy,243378.59999999998
SKU_2341,Apparel,B,344.4,589595.14,4.7,30,9.0,150.0,155.0,Healthy,32029.199999999997
SKU_2342,Electronics,A,51.84,1702052.98,89.9,19,262.0,1971.0,1069.0,Healthy,33250.176
SKU_2343,Toys,A,316.99,1433732.62,12.4,26,42.0,364.0,413.0,Healthy,78550.122
SKU_2344,Apparel,C,147.57,86109.1,1.6,29,3.0,49.0,6.0,Critical Low,531.252
SKU_2345,Home & Garden,B,258.43,597358.27,6.3,5,9.0,41.0,7.0,Critical Low,1085.406
SKU_2346,Electronics,B,388.93,479875.91,3.4,30,12.0,114.0,61.0,Healthy,14234.838
SKU_2347,Sports,C,355.77,68934.57,0.5,25,1.0,14.0,2.0,Critical Low,426.924
SKU_2348,Electronics,B,68.26,1254970.64,50.4,28,81.0,1491.0,1603.0,Healthy,65652.46800000001
SKU_2349,Home & Garden,A,299.68,1879254.03,17.2,43,57.0,796.0,1730.0,Overstock,311067.84
SKU_2350,Toys,A,484.87,2479632.62,14.0,20,48.0,329.0,739.0,Overstock,214991.35799999998
SKU_2351,Toys,C,86.82,285553.44,9.0,36,32.0,356.0,444.0,Healthy,23128.847999999994
SKU_2352,Toys,C,427.92,219788.94,1.4,20,2.0,30.0,33.0,Healthy,8472.816
SKU_2353,Sports,B,354.25,534750.52,4.1,17,10.0,81.0,67.0,Healthy,14240.85
SKU_2354,Apparel,A,389.26,2882838.49,20.3,36,54.0,785.0,1848.0,Overstock,431611.48799999995
SKU_2355,Apparel,C,148.16,113178.7,2.1,28,6.0,65.0,80.0,Healthy,7111.679999999999
SKU_2356,Electronics,C,151.07,19525.73,0.4,17,1.0,7.0,8.0,Healthy,725.136
SKU_2357,Sports,B,453.95,932249.89,5.6,15,11.0,95.0,272.0,Overstock,74084.64
SKU_2358,Toys,B,186.32,423895.21,6.2,19,19.0,138.0,113.0,Healthy,12632.496
SKU_2359,Toys,C,40.88,129722.68,8.7,14,21.0,143.0,158.0,Healthy,3875.424
SKU_2360,Home & Garden,A,304.29,1967174.4,17.7,7,27.0,151.0,213.0,Healthy,38888.262
SKU_2361,Home & Garden,B,71.16,412488.84,15.9,20,19.0,336.0,394.0,Healthy,16822.224
SKU_2362,Toys,A,400.33,1472858.63,10.1,21,33.0,245.0,143.0,Healthy,34348.314
SKU_2363,Toys,A,324.46,3673605.65,31.0,29,131.0,1030.0,2368.0,Overstock,460992.7679999999
SKU_2364,Sports,C,438.62,191139.33,1.2,34,2.0,42.0,124.0,Overstock,32633.327999999998
SKU_2365,Apparel,A,394.57,1949712.99,13.5,39,41.0,569.0,783.0,Healthy,185368.986
SKU_2366,Home & Garden,C,64.94,371439.3,15.7,41,34.0,676.0,887.0,Healthy,34561.068
SKU_2367,Apparel,C,196.72,119877.73,1.7,17,5.0,33.0,81.0,Overstock,9560.591999999999
SKU_2368,Sports,C,389.53,173061.99,1.2,28,4.0,38.0,56.0,Healthy,13088.208
SKU_2369,Toys,C,214.5,236348.82,3.0,42,5.0,132.0,99.0,Healthy,12741.3
SKU_2370,Apparel,B,486.46,593148.71,3.3,30,14.0,114.0,117.0,Healthy,34149.492
SKU_2371,Toys,A,370.51,2467926.19,18.2,13,19.0,256.0,723.0,Overstock,160727.23799999998
SKU_2372,Toys,C,17.59,22698.71,3.5,23,12.0,93.0,114.0,Healthy,1203.156
SKU_2373,Electronics,B,441.19,425815.54,2.6,32,7.0,92.0,96.0,Healthy,25412.543999999998
SKU_2374,Apparel,C,59.39,76890.37,3.5,11,4.0,44.0,59.0,Healthy,2102.406
SKU_2375,Apparel,B,78.86,814139.89,28.3,26,39.0,774.0,425.0,Healthy,20109.3
SKU_2376,Toys,B,369.9,1013363.5,7.5,34,12.0,267.0,141.0,Healthy,31293.539999999994
SKU_2377,Sports,B,433.83,943601.73,6.0,41,23.0,267.0,181.0,Healthy,47113.937999999995
SKU_2378,Electronics,B,272.81,644784.33,6.5,20,15.0,145.0,124.0,Healthy,20297.064000000002
SKU_2379,Toys,A,151.63,1927707.27,34.8,40,54.0,1447.0,1461.0,Healthy,132918.85799999998
SKU_2380,Home & Garden,C,182.14,199923.94,3.0,9,2.0,29.0,24.0,Healthy,2622.816
SKU_2381,Home & Garden,A,178.02,2327672.63,35.8,33,44.0,1226.0,1580.0,Healthy,168762.96000000002
SKU_2382,Electronics,B,170.07,590494.96,9.5,27,32.0,289.0,237.0,Healthy,24183.953999999998
SKU_2383,Sports,C,129.03,287048.37,6.1,10,12.0,73.0,42.0,Healthy,3251.556
SKU_2384,Toys,A,308.34,16721348.87,148.6,40,191.0,6134.0,4698.0,Healthy,869148.7919999999
SKU_2385,Apparel,C,451.2,342846.32,2.1,37,7.0,84.0,92.0,Healthy,24906.24
SKU_2386,Electronics,C,160.47,283108.03,4.8,20,5.0,101.0,67.0,Healthy,6450.893999999999
SKU_2387,Sports,C,101.48,62370.25,1.7,38,8.0,72.0,8.0,Critical Low,487.104
SKU_2388,Apparel,A,420.9,3559940.03,23.2,30,97.0,792.0,491.0,Healthy,123997.13999999998
SKU_2389,Home & Garden,A,373.47,7646602.69,56.1,41,225.0,2525.0,2316.0,Healthy,518973.912
SKU_2390,Home & Garden,A,466.11,9325159.81,54.8,17,175.0,1107.0,3087.0,Overstock,863328.942
SKU_2391,Apparel,B,91.1,1067302.43,32.1,21,103.0,777.0,626.0,Healthy,34217.159999999996
SKU_2392,Electronics,C,80.68,171661.96,5.8,36,25.0,235.0,271.0,Healthy,13118.568000000001
SKU_2393,Home & Garden,B,275.3,479007.27,4.8,36,15.0,187.0,132.0,Healthy,21803.76
SKU_2394,Toys,C,311.07,112929.57,1.0,32,2.0,34.0,28.0,Healthy,5225.976
SKU_2395,Apparel,A,245.28,7612988.35,85.0,33,151.0,2957.0,2540.0,Healthy,373806.72
SKU_2396,Apparel,A,303.49,1436947.66,13.0,29,27.0,403.0,1085.0,Overstock,197571.99000000002
SKU_2397,Home & Garden,C,98.39,147038.31,4.1,26,12.0,119.0,96.0,Healthy,5667.264
SKU_2398,Electronics,A,245.01,3252282.66,36.4,31,56.0,1184.0,2744.0,Overstock,403384.464
SKU_2399,Toys,C,332.47,279041.44,2.3,42,5.0,102.0,90.0,Healthy,17953.38
SKU_2400,Electronics,B,222.03,975435.2,12.0,24,28.0,317.0,174.0,Healthy,23179.932
SKU_2401,Sports,B,342.93,751830.66,6.0,28,10.0,178.0,238.0,Healthy,48970.403999999995
SKU_2402,Sports,A,231.08,1341219.76,15.9,12,30.0,221.0,474.0,Overstock,65719.152
SKU_2403,Home & Garden,B,173.46,433470.06,6.8,18,22.0,146.0,127.0,Healthy,13217.652
SKU_2404,Home & Garden,C,158.77,75073.15,1.3,43,6.0,61.0,88.0,Healthy,8383.056
SKU_2405,Home & Garden,B,211.34,624100.52,8.1,18,21.0,166.0,197.0,Healthy,24980.388000000003
SKU_2406,Sports,C,21.31,202378.4,26.0,9,43.0,277.0,218.0,Healthy,2787.348
SKU_2407,Electronics,B,337.58,879080.93,7.1,25,17.0,196.0,272.0,Healthy,55093.056
SKU_2408,Electronics,A,424.1,2899384.22,18.7,19,24.0,379.0,358.0,Healthy,91096.68000000001
SKU_2409,Home & Garden,C,183.77,141341.2,2.1,40,10.0,94.0,209.0,Overstock,23044.757999999998
SKU_2410,Toys,C,32.56,85080.52,7.2,37,14.0,279.0,47.0,Critical Low,918.1920000000001
SKU_2411,Electronics,B,493.52,629101.74,3.5,21,4.0,77.0,182.0,Overstock,53892.384
SKU_2412,Sports,B,139.21,920132.86,18.1,24,59.0,493.0,306.0,Healthy,25558.956000000002
SKU_2413,Apparel,C,72.04,201787.23,7.7,5,5.0,43.0,27.0,Healthy,1167.048
SKU_2414,Apparel,B,191.18,1180200.04,16.9,20,31.0,369.0,202.0,Healthy,23171.016
SKU_2415,Apparel,A,371.89,3699676.38,27.3,22,23.0,623.0,807.0,Healthy,180069.13799999998
SKU_2416,Toys,B,154.02,952567.71,16.9,14,16.0,253.0,255.0,Healthy,23565.06
SKU_2417,Home & Garden,B,291.6,1091472.38,10.3,27,15.0,292.0,213.0,Healthy,37266.48
SKU_2418,Sports,C,213.62,173904.57,2.2,22,2.0,51.0,40.0,Healthy,5126.879999999999
SKU_2419,Toys,C,67.7,181989.55,7.4,13,16.0,112.0,70.0,Healthy,2843.4
SKU_2420,Sports,C,171.84,244447.63,3.9,34,16.0,149.0,437.0,Overstock,45056.448
SKU_2421,Sports,B,365.19,651758.2,4.9,17,8.0,91.0,212.0,Overstock,46452.168
SKU_2422,Home & Garden,B,309.88,533197.76,4.7,35,21.0,186.0,158.0,Healthy,29376.624
SKU_2423,Apparel,C,68.69,57160.06,2.3,17,3.0,42.0,59.0,Healthy,2431.6259999999997
SKU_2424,Home & Garden,C,90.03,23183.86,0.7,36,2.0,27.0,16.0,Healthy,864.288
SKU_2425,Toys,C,323.96,391892.85,3.3,21,4.0,74.0,183.0,Overstock,35570.808
SKU_2426,Toys,A,408.57,1389736.4,9.3,7,14.0,79.0,194.0,Overstock,47557.548
SKU_2427,Toys,C,181.24,96947.11,1.5,5,1.0,9.0,8.0,Healthy,869.952
SKU_2428,Home & Garden,B,301.7,829150.28,7.5,9,13.0,81.0,191.0,Overstock,34574.82
SKU_2429,Sports,A,93.62,2469222.59,72.3,36,290.0,2891.0,2671.0,Healthy,150035.412
SKU_2430,Sports,A,162.57,1496591.87,25.2,29,71.0,803.0,1949.0,Overstock,190109.35799999998
SKU_2431,Electronics,C,19.93,386347.98,53.1,9,92.0,570.0,454.0,Healthy,5428.932
SKU_2432,Toys,A,386.46,1666551.02,11.8,41,59.0,544.0,690.0,Healthy,159994.43999999997
SKU_2433,Sports,A,206.49,2260698.58,30.0,27,56.0,866.0,1173.0,Healthy,145327.662
SKU_2434,Electronics,B,409.9,463729.48,3.1,16,5.0,55.0,71.0,Healthy,17461.739999999998
SKU_2435,Sports,B,357.1,444503.25,3.4,38,13.0,143.0,143.0,Healthy,30639.18
SKU_2436,Toys,C,416.08,41932.56,0.3,27,1.0,8.0,0.0,Critical Low,0.0
SKU_2437,Apparel,A,149.97,1679027.85,30.7,20,39.0,652.0,734.0,Healthy,66046.788
