Client_ID,Age,Annual_Income,Years_Employed,Home_Ownership,Loan_Amount,Loan_Purpose,Interest_Rate,Credit_History_Length_Years,Previous_Defaults,Monthly_Income,Estimated_Monthly_Payment,DTI_Ratio,Default_On_File
CL_03918,50,34700.0,0,MORTGAGE,20194,VENTURE,9.0,17,0,2891.6666666666665,917.1441666666668,0.3171680115273776,0
CL_03919,53,39200.0,19,OWN,15776,VENTURE,6.65,19,0,3266.6666666666665,701.0459999999999,0.21460591836734694,0
CL_03920,56,25100.0,8,MORTGAGE,33879,PERSONAL,14.69,11,0,2091.6666666666665,1618.9927125000002,0.7740204203187252,0
CL_03921,38,35000.0,3,MORTGAGE,21456,PERSONAL,6.63,6,0,2916.6666666666665,953.2722,0.3268361828571429,0
CL_03922,57,72400.0,1,RENT,18447,MEDICAL,14.26,29,0,6033.333333333333,878.230925,0.1455631367403315,0
CL_03923,39,38800.0,5,RENT,18581,EDUCATION,7.02,27,1,3233.3333333333335,828.5577583333334,0.25625497680412374,1
CL_03924,67,35400.0,1,MORTGAGE,34108,EDUCATION,19.15,27,0,2950.0,1693.3200833333333,0.5740068079096045,0
CL_03925,48,27200.0,2,OWN,6015,EDUCATION,11.25,12,0,2266.6666666666665,278.8203125,0.12300896139705883,0
CL_03926,60,68300.0,6,OWN,14895,VENTURE,6.9,12,0,5691.666666666667,663.448125,0.1165648243045388,0
CL_03927,40,16800.0,19,MORTGAGE,31496,MEDICAL,5.63,12,0,1400.0,1386.2177000000001,0.9901555000000001,0
CL_03928,69,22400.0,16,OWN,30808,VENTURE,9.94,5,0,1866.6666666666667,1411.2631333333331,0.7560338214285713,0
CL_03929,53,16300.0,8,MORTGAGE,13792,MEDICAL,18.37,6,0,1358.3333333333333,680.2329333333333,0.5007849815950921,1
CL_03930,32,41000.0,8,MORTGAGE,16430,DEBT_CONSOLIDATION,7.16,15,0,3416.6666666666665,733.5995000000001,0.21471204878048786,0
CL_03931,71,73700.0,18,MORTGAGE,7308,PERSONAL,16.86,27,0,6141.666666666667,355.8387,0.05793845861601085,0
CL_03932,35,29800.0,4,MORTGAGE,4584,VENTURE,11.26,7,0,2483.3333333333335,212.50660000000002,0.08557312751677852,0
CL_03933,61,19100.0,5,MORTGAGE,32088,DEBT_CONSOLIDATION,17.04,7,0,1591.6666666666667,1564.8247999999996,0.9831359999999997,0
CL_03934,59,96900.0,17,RENT,4519,EDUCATION,18.11,3,0,8075.0,222.3912875,0.027540716718266255,0
CL_03935,22,47600.0,0,OWN,10597,DEBT_CONSOLIDATION,19.97,27,0,3966.6666666666665,529.7175375,0.13354223634453782,0
CL_03936,49,42900.0,16,RENT,3013,PERSONAL,6.02,26,1,3575.0,133.099275,0.03723056643356643,1
CL_03937,61,32400.0,13,RENT,34215,PERSONAL,16.94,24,0,2700.0,1667.125875,0.6174540277777778,1
CL_03938,30,54300.0,14,MORTGAGE,19104,PERSONAL,6.05,8,0,4525.0,844.158,0.1865542541436464,0
CL_03939,22,42500.0,4,OWN,29443,DEBT_CONSOLIDATION,9.72,11,0,3541.6666666666665,1346.0358166666667,0.38005717176470594,0
CL_03940,71,27200.0,16,MORTGAGE,14465,EDUCATION,14.69,19,0,2266.6666666666665,691.2461875,0.3049615533088236,0
CL_03941,31,30100.0,10,RENT,21477,VENTURE,11.71,22,0,2508.3333333333335,999.6648624999999,0.3985374867109634,0
CL_03942,33,19700.0,9,MORTGAGE,1033,EDUCATION,13.48,25,0,1641.6666666666667,48.84368333333333,0.029752497461928932,0
CL_03943,30,18300.0,16,OWN,28487,MEDICAL,19.49,1,0,1525.0,1418.2965125,0.9300305000000001,0
CL_03944,34,30400.0,0,MORTGAGE,2403,MEDICAL,17.28,27,0,2533.3333333333335,117.42660000000001,0.046352605263157896,0
CL_03945,38,72600.0,4,MORTGAGE,4219,VENTURE,10.46,2,0,6050.0,194.179475,0.03209578099173554,0
CL_03946,71,19500.0,15,MORTGAGE,9077,PERSONAL,14.0,18,0,1625.0,431.1575,0.2653276923076923,0
CL_03947,74,60000.0,6,RENT,3710,VENTURE,5.73,21,1,5000.0,163.44095833333333,0.032688191666666665,0
CL_03948,29,22500.0,11,OWN,27178,DEBT_CONSOLIDATION,11.79,29,0,1875.0,1265.9285916666665,0.6751619155555555,0
CL_03949,59,12400.0,7,MORTGAGE,33487,PERSONAL,14.13,22,0,1033.3333333333333,1592.4463791666667,1.5410771411290325,0
CL_03950,48,50400.0,17,MORTGAGE,13964,VENTURE,15.72,19,1,4200.0,673.2975333333333,0.16030893650793648,1
CL_03951,23,96500.0,0,MORTGAGE,22602,VENTURE,18.52,20,0,8041.666666666667,1116.1621,0.13879735958549222,0
CL_03952,40,21700.0,19,OWN,29288,DEBT_CONSOLIDATION,9.25,26,0,1808.3333333333333,1333.2141666666666,0.7372612903225807,0
CL_03953,26,14200.0,11,RENT,31714,DEBT_CONSOLIDATION,18.53,28,0,1183.3333333333333,1566.275175,1.323612823943662,1
CL_03954,47,47700.0,3,RENT,4602,EDUCATION,14.92,13,0,3975.0,220.3591,0.055436251572327046,0
CL_03955,73,20900.0,11,RENT,23488,MEDICAL,6.16,18,0,1741.6666666666667,1038.9525333333333,0.5965277703349282,0
CL_03956,22,50100.0,0,MORTGAGE,5096,VENTURE,10.7,28,0,4175.0,235.053,0.056300119760479043,0
CL_03957,49,72500.0,0,MORTGAGE,7116,EDUCATION,12.15,19,0,6041.666666666667,332.52475,0.05503857931034482,0
CL_03958,58,44300.0,2,MORTGAGE,16539,PERSONAL,10.29,28,0,3691.6666666666665,760.0359625,0.20587881602708805,0
CL_03959,23,59000.0,11,MORTGAGE,30610,PERSONAL,6.74,8,0,4916.666666666667,1361.3797499999998,0.27689079661016947,0
CL_03960,36,59300.0,12,RENT,2279,MEDICAL,13.27,15,0,4941.666666666667,107.55930416666666,0.02176579510961214,0
CL_03961,50,65800.0,12,RENT,1049,PERSONAL,6.98,21,0,5483.333333333333,46.759175,0.008527509118541034,0
CL_03962,60,37300.0,8,RENT,28240,MEDICAL,18.73,18,0,3108.3333333333335,1397.0563333333332,0.44945512064343157,0
CL_03963,22,58000.0,17,MORTGAGE,17449,PERSONAL,17.98,10,0,4833.333333333333,857.7637583333334,0.17746836379310346,0
CL_03964,37,40100.0,0,OWN,7539,PERSONAL,12.13,15,1,3341.6666666666665,352.2283625,0.10540499625935162,0
CL_03965,61,45900.0,5,MORTGAGE,22754,VENTURE,6.02,10,0,3825.0,1005.1579500000001,0.2627863921568628,0
CL_03966,32,226600.0,4,RENT,5223,DEBT_CONSOLIDATION,13.28,27,0,18883.333333333332,246.52560000000003,0.013055195057369818,0
CL_03967,55,42000.0,3,RENT,28320,VENTURE,13.88,18,0,3500.0,1343.784,0.38393828571428573,0
CL_03968,63,14800.0,5,OWN,6302,EDUCATION,18.33,20,0,1233.3333333333333,310.7148583333333,0.25193096621621625,0
CL_03969,21,32300.0,2,RENT,29615,DEBT_CONSOLIDATION,6.01,25,0,2691.6666666666665,1308.1192291666669,0.4859885681114552,1
CL_03970,65,30100.0,16,RENT,20272,VENTURE,15.38,6,0,2508.3333333333335,974.5763999999999,0.38853544186046507,0
CL_03971,35,31000.0,10,RENT,22241,DEBT_CONSOLIDATION,13.44,1,0,2583.3333333333335,1051.2579333333335,0.4069385548387097,0
CL_03972,46,64300.0,3,MORTGAGE,34434,DEBT_CONSOLIDATION,7.62,14,0,5358.333333333333,1544.07795,0.2881638475894246,0
CL_03973,57,71600.0,19,RENT,31798,DEBT_CONSOLIDATION,6.83,27,0,5966.666666666667,1415.4084750000002,0.23721929748603354,0
CL_03974,41,34100.0,0,RENT,6138,PERSONAL,15.41,20,0,2841.6666666666665,295.16107500000004,0.10386900000000002,0
CL_03975,69,15800.0,3,MORTGAGE,5140,DEBT_CONSOLIDATION,10.1,3,0,1316.6666666666667,235.7975,0.1790867088607595,0
CL_03976,51,38500.0,2,RENT,14533,PERSONAL,20.0,1,0,3208.3333333333335,726.65,0.22648831168831168,0
CL_03977,45,26200.0,9,RENT,34385,DEBT_CONSOLIDATION,18.41,22,0,2183.3333333333335,1696.4699375,0.7770091316793892,1
CL_03978,43,41200.0,0,MORTGAGE,14944,PERSONAL,13.49,10,0,3433.3333333333335,706.6644,0.20582458252427183,0
CL_03979,44,33800.0,3,OWN,32973,DEBT_CONSOLIDATION,14.63,17,0,2816.6666666666665,1574.8729125,0.559126477810651,0
CL_03980,58,75300.0,18,RENT,13185,EDUCATION,7.38,1,0,6275.0,589.9188750000001,0.09401097609561754,1
CL_03981,48,42800.0,0,RENT,3444,VENTURE,18.41,16,0,3566.6666666666665,169.91835,0.047640658878504674,0
CL_03982,41,26300.0,15,RENT,11514,DEBT_CONSOLIDATION,11.88,23,0,2191.6666666666665,536.7443,0.2449023422053232,0
CL_03983,74,15800.0,18,MORTGAGE,21617,EDUCATION,12.82,1,0,1316.6666666666667,1016.1791416666669,0.7717816265822786,0
CL_03984,63,35300.0,19,OWN,2350,VENTURE,18.1,27,0,2941.6666666666665,115.63958333333333,0.03931090651558074,0
CL_03985,38,35400.0,17,RENT,28406,MEDICAL,5.09,29,0,2950.0,1243.8277249999999,0.4216365169491525,0
CL_03986,56,31000.0,1,MORTGAGE,19659,DEBT_CONSOLIDATION,12.42,3,0,2583.3333333333335,920.8603250000001,0.3564620612903226,0
CL_03987,55,57800.0,5,RENT,23634,MEDICAL,14.4,5,0,4816.666666666667,1126.554,0.2338866435986159,0
CL_03988,65,15800.0,0,MORTGAGE,11269,VENTURE,7.39,19,0,1316.6666666666667,504.2407958333334,0.3829676930379747,0
CL_03989,29,23000.0,18,RENT,1608,VENTURE,6.02,22,0,1916.6666666666667,71.0334,0.037060904347826086,0
CL_03990,73,37500.0,4,OWN,26344,DEBT_CONSOLIDATION,13.02,14,0,3125.0,1240.5828666666664,0.39698651733333323,0
CL_03991,58,26000.0,1,MORTGAGE,12121,EDUCATION,13.21,14,0,2166.6666666666665,571.7576708333332,0.26388815576923075,0
CL_03992,50,29300.0,0,RENT,1167,DEBT_CONSOLIDATION,9.95,25,0,2441.6666666666665,53.4631875,0.021896186006825937,0
CL_03993,64,35000.0,15,OWN,4256,EDUCATION,18.23,18,0,2916.6666666666665,209.6612,0.07188384,0
CL_03994,54,54800.0,1,RENT,3479,DEBT_CONSOLIDATION,9.52,7,0,4566.666666666667,158.75836666666666,0.034764605839416055,0
CL_03995,52,34200.0,3,RENT,24975,EDUCATION,12.75,20,0,2850.0,1173.3046875,0.4116858552631579,0
CL_03996,23,11100.0,2,OWN,28010,PERSONAL,7.8,29,1,925.0,1258.1158333333335,1.3601252252252254,1
CL_03997,23,25300.0,16,RENT,9982,EDUCATION,5.17,11,0,2108.3333333333335,437.4195583333333,0.20747172727272725,1
CL_03998,48,48900.0,14,OWN,11640,EDUCATION,11.39,22,0,4075.0,540.2415000000001,0.13257460122699388,0
CL_03999,64,57400.0,9,MORTGAGE,8740,VENTURE,12.9,10,0,4783.333333333333,411.14416666666665,0.0859534843205575,0
CL_04000,35,59300.0,11,OWN,26702,MEDICAL,16.47,12,0,4941.666666666667,1295.8258083333333,0.2622244468802698,0
CL_04001,61,70300.0,11,MORTGAGE,22134,DEBT_CONSOLIDATION,11.73,10,1,5858.333333333333,1030.429925,0.17589131009957326,0
CL_04002,43,39000.0,19,RENT,12353,VENTURE,9.18,6,0,3250.0,561.9585583333334,0.17291032564102565,0
CL_04003,60,42500.0,6,OWN,12381,MEDICAL,14.06,8,0,3541.6666666666665,588.4070250000001,0.16613845411764708,0
CL_04004,31,19800.0,9,RENT,16238,VENTURE,10.72,7,0,1650.0,749.1130666666667,0.4540079191919192,1
CL_04005,68,9900.0,4,MORTGAGE,18616,VENTURE,8.5,13,0,825.0,841.5983333333334,1.0201191919191919,0
CL_04006,52,15500.0,19,MORTGAGE,15422,DEBT_CONSOLIDATION,18.66,21,0,1291.6666666666667,762.4893833333332,0.5903143612903224,1
CL_04007,74,23800.0,19,MORTGAGE,30638,PERSONAL,13.05,23,0,1983.3333333333333,1443.1774583333336,0.7276525000000001,1
CL_04008,56,16100.0,10,MORTGAGE,5728,VENTURE,8.01,12,0,1341.6666666666667,257.7838666666667,0.19213704347826088,0
CL_04009,53,30500.0,1,OWN,25029,DEBT_CONSOLIDATION,15.06,12,0,2541.6666666666665,1199.9319750000002,0.4721043836065575,1
CL_04010,44,27500.0,15,OWN,19384,EDUCATION,17.05,22,0,2291.6666666666665,945.3738333333334,0.4125267636363637,1
CL_04011,59,63700.0,11,OWN,31089,MEDICAL,16.38,13,0,5308.333333333333,1507.557425,0.2839982590266876,0
CL_04012,54,20300.0,15,MORTGAGE,23390,DEBT_CONSOLIDATION,13.99,21,1,1691.6666666666667,1110.9275416666667,0.6567059359605911,1
CL_04013,48,39500.0,3,OWN,34007,PERSONAL,12.79,9,0,3291.6666666666665,1598.1873041666665,0.4855252569620253,0
CL_04014,57,28200.0,1,MORTGAGE,24823,DEBT_CONSOLIDATION,16.66,20,0,2350.0,1206.6046583333334,0.5134487907801418,1
CL_04015,27,19900.0,9,OWN,3190,DEBT_CONSOLIDATION,15.62,28,0,1658.3333333333333,153.67825000000002,0.0926703015075377,0
CL_04016,24,23500.0,12,OWN,3015,EDUCATION,13.57,7,0,1958.3333333333333,142.6723125,0.07285394680851064,0
CL_04017,57,10600.0,18,RENT,22754,MEDICAL,14.87,29,1,883.3333333333334,1089.063325,1.2329018773584905,1
CL_04018,21,56900.0,14,RENT,17546,MEDICAL,7.53,16,0,4741.666666666667,786.1339083333332,0.16579273989455182,0
CL_04019,21,84200.0,0,OWN,1030,PERSONAL,5.3,23,0,7016.666666666667,45.19125,0.006440558194774346,0
CL_04020,67,30900.0,16,RENT,7601,MEDICAL,18.97,19,0,2575.0,376.7879041666667,0.14632539967637542,0
CL_04021,40,37000.0,19,MORTGAGE,25389,EDUCATION,19.03,24,0,3083.3333333333335,1259.1886125,0.408385495945946,1
CL_04022,39,30400.0,3,OWN,19559,PERSONAL,16.82,25,0,2533.3333333333335,952.0343250000001,0.3758030230263158,0
CL_04023,49,22200.0,19,RENT,22449,EDUCATION,10.58,11,0,1850.0,1034.337675,0.5591014459459459,1
CL_04024,30,55400.0,8,OWN,18231,EDUCATION,7.26,5,1,4616.666666666667,814.773775,0.1764852942238267,0
CL_04025,38,44000.0,5,OWN,25276,DEBT_CONSOLIDATION,10.36,17,0,3666.6666666666665,1162.2747333333332,0.31698401818181815,0
CL_04026,48,6300.0,2,RENT,30416,DEBT_CONSOLIDATION,15.89,1,0,525.0,1468.7126,2.7975478095238095,0
CL_04027,55,19500.0,1,MORTGAGE,8977,DEBT_CONSOLIDATION,10.03,5,1,1625.0,411.5580458333334,0.2532664897435898,1
CL_04028,63,10600.0,17,RENT,15294,VENTURE,16.94,2,1,883.3333333333334,745.20015,0.8436228113207547,1
CL_04029,67,92300.0,18,MORTGAGE,10204,EDUCATION,15.1,2,1,7691.666666666667,489.3668333333333,0.06362299024918742,1
CL_04030,51,32800.0,6,MORTGAGE,20408,MEDICAL,14.45,12,0,2733.3333333333335,973.2065000000001,0.35605115853658537,0
CL_04031,47,42000.0,2,OWN,18458,PERSONAL,18.95,29,0,3500.0,914.8246250000001,0.2613784642857143,0
CL_04032,31,29400.0,17,RENT,23352,VENTURE,18.4,22,0,2450.0,1152.032,0.47021714285714283,0
CL_04033,69,70400.0,19,MORTGAGE,21867,DEBT_CONSOLIDATION,15.67,5,0,5866.666666666667,1053.8982875,0.17964175355113635,0
CL_04034,69,60900.0,19,MORTGAGE,24613,VENTURE,7.99,11,0,5075.0,1107.4824458333335,0.21822314203612483,0
CL_04035,58,31900.0,18,RENT,14654,VENTURE,19.08,13,1,2658.3333333333335,727.0826333333333,0.2735107084639498,0
CL_04036,25,101800.0,8,OWN,24704,EDUCATION,8.41,18,0,8483.333333333334,1115.9002666666668,0.1315403064833006,0
CL_04037,28,40600.0,15,OWN,18119,EDUCATION,10.59,14,0,3383.3333333333335,834.9084208333334,0.2467709618226601,0
CL_04038,54,15100.0,5,MORTGAGE,9133,MEDICAL,17.4,5,0,1258.3333333333333,446.7559166666667,0.3550378145695365,0
CL_04039,68,38600.0,11,MORTGAGE,31760,PERSONAL,8.13,11,0,3216.6666666666665,1430.9203333333332,0.44484569948186525,0
CL_04040,72,49500.0,5,MORTGAGE,17037,PERSONAL,14.58,4,0,4125.0,813.3747749999999,0.1971817636363636,1
CL_04041,32,33500.0,12,MORTGAGE,23205,DEBT_CONSOLIDATION,11.87,22,0,2791.6666666666665,1081.6430625,0.3874542313432836,0
CL_04042,58,28400.0,4,RENT,23060,MEDICAL,14.36,17,0,2366.6666666666665,1098.809,0.4642854929577465,0
CL_04043,21,104700.0,12,MORTGAGE,17079,PERSONAL,19.37,14,0,8725.0,849.4667625000001,0.09736008739255016,0
CL_04044,51,17800.0,19,MORTGAGE,21861,VENTURE,17.13,28,0,1483.3333333333333,1066.9078875,0.7192637443820226,0
CL_04045,24,6900.0,6,MORTGAGE,17479,VENTURE,9.44,3,0,575.0,797.0423999999999,1.3861606956521737,1
CL_04046,69,95900.0,11,RENT,10103,PERSONAL,5.86,21,0,7991.666666666667,445.62649166666665,0.055761396246089674,0
CL_04047,65,17400.0,3,RENT,30458,VENTURE,19.51,24,0,1450.0,1516.681491666667,1.0459872356321842,0
CL_04048,70,30600.0,4,MORTGAGE,12498,VENTURE,13.78,2,1,2550.0,592.5093499999999,0.23235660784313722,1
CL_04049,25,29000.0,15,RENT,21820,DEBT_CONSOLIDATION,7.6,8,0,2416.6666666666665,978.2633333333333,0.4047986206896552,1
CL_04050,50,76000.0,3,MORTGAGE,9910,VENTURE,14.41,24,0,6333.333333333333,472.4179583333333,0.07459230921052631,0
CL_04051,44,85900.0,7,RENT,24399,PERSONAL,5.63,16,1,7158.333333333333,1073.8609875,0.15001550465657743,1
CL_04052,23,16700.0,15,MORTGAGE,24758,EDUCATION,7.81,6,0,1391.6666666666667,1112.1499916666667,0.7991496946107784,0
CL_04053,31,82000.0,7,OWN,8658,VENTURE,14.49,21,0,6833.333333333333,413.022675,0.06044234268292683,0
CL_04054,65,81100.0,16,OWN,32884,PERSONAL,11.04,7,1,6758.333333333333,1521.4330666666667,0.22511956596794083,0
CL_04055,24,36700.0,13,RENT,16265,VENTURE,9.88,22,0,3058.3333333333335,744.6659166666667,0.2434874931880109,0
CL_04056,46,63500.0,11,RENT,21065,MEDICAL,14.83,15,0,5291.666666666667,1007.8724791666665,0.19046409055118105,0
CL_04057,47,67500.0,2,OWN,33505,DEBT_CONSOLIDATION,18.0,9,0,5625.0,1647.3291666666667,0.2928585185185185,0
CL_04058,66,31200.0,19,OWN,12411,EDUCATION,15.18,18,0,2600.0,595.6245749999999,0.22908637499999998,0
CL_04059,74,33000.0,1,RENT,33697,VENTURE,11.95,12,1,2750.0,1571.8246458333333,0.5715725984848484,1
CL_04060,63,51700.0,12,OWN,16162,PERSONAL,14.88,6,0,4308.333333333333,773.6210666666667,0.1795638839458414,0
CL_04061,47,13700.0,10,RENT,7035,EDUCATION,15.43,27,0,1141.6666666666667,338.3541875,0.2963686313868613,0
CL_04062,62,29400.0,11,MORTGAGE,23510,VENTURE,16.63,12,1,2450.0,1142.4880416666667,0.46632164965986395,0
CL_04063,71,17700.0,17,RENT,7128,MEDICAL,9.61,7,0,1475.0,325.54170000000005,0.22070623728813563,0
CL_04064,70,85300.0,8,OWN,27841,PERSONAL,6.72,15,0,7108.333333333333,1237.9964666666667,0.17416128487690505,0
CL_04065,26,29200.0,6,MORTGAGE,15817,DEBT_CONSOLIDATION,15.23,1,0,2433.3333333333335,759.4137124999999,0.31208782705479443,1
CL_04066,35,42900.0,5,RENT,21444,VENTURE,6.82,15,0,3575.0,954.4367000000001,0.2669753006993007,0
CL_04067,73,31900.0,13,MORTGAGE,3984,PERSONAL,11.93,14,0,2658.3333333333335,185.8038,0.06989484639498432,0
CL_04068,50,30600.0,17,RENT,20180,VENTURE,8.46,25,0,2550.0,911.9678333333333,0.3576344444444444,0
CL_04069,62,41200.0,13,RENT,6444,DEBT_CONSOLIDATION,9.98,13,0,3433.3333333333335,295.29630000000003,0.08600863106796117,0
CL_04070,57,23400.0,4,MORTGAGE,21310,MEDICAL,12.06,24,0,1950.0,994.9994166666667,0.5102561111111111,1
CL_04071,57,32200.0,19,MORTGAGE,4808,DEBT_CONSOLIDATION,18.44,21,0,2683.3333333333335,237.27480000000003,0.08842539130434783,0
CL_04072,62,32100.0,12,RENT,9680,DEBT_CONSOLIDATION,15.21,14,0,2675.0,464.6803333333333,0.17371227414330218,0
CL_04073,57,28200.0,0,MORTGAGE,24327,DEBT_CONSOLIDATION,7.57,15,0,2350.0,1090.3564125,0.46398145212765957,1
CL_04074,55,45900.0,11,MORTGAGE,27834,EDUCATION,18.19,21,0,3825.0,1370.708525,0.3583551699346405,0
CL_04075,43,27800.0,18,MORTGAGE,20097,PERSONAL,12.51,9,0,2316.6666666666665,942.1306125,0.4066750845323741,1
CL_04076,26,95500.0,9,RENT,26826,VENTURE,8.06,18,0,7958.333333333333,1207.8406499999999,0.15177055287958113,0
CL_04077,24,53000.0,4,RENT,7118,MEDICAL,12.91,6,0,4416.666666666667,334.87224166666664,0.07582013018867924,1
CL_04078,38,16200.0,19,RENT,29536,VENTURE,7.86,20,0,1350.0,1327.3970666666667,0.9832570864197531,1
CL_04079,29,50500.0,5,RENT,15707,EDUCATION,10.51,4,0,4208.333333333333,723.2419041666667,0.17185946237623764,0
CL_04080,69,24000.0,11,MORTGAGE,26567,MEDICAL,17.08,8,1,2000.0,1296.0268166666667,0.6480134083333333,1
CL_04081,49,39400.0,2,OWN,25975,EDUCATION,14.88,19,0,3283.3333333333335,1243.3366666666668,0.3786812182741117,0
CL_04082,33,23400.0,13,RENT,13596,VENTURE,12.17,11,0,1950.0,635.44305,0.32586823076923077,0
CL_04083,67,9700.0,3,MORTGAGE,27143,MEDICAL,8.4,8,0,808.3333333333334,1225.9588333333334,1.5166501030927835,1
CL_04084,72,35800.0,16,RENT,4817,VENTURE,9.23,10,0,2983.3333333333335,219.23371250000002,0.07348616061452515,0
CL_04085,37,15400.0,16,RENT,27849,PERSONAL,19.67,29,1,1283.3333333333333,1388.6207625,1.0820421525974027,1
CL_04086,65,46700.0,13,MORTGAGE,7482,EDUCATION,10.14,5,0,3891.6666666666665,343.36144999999993,0.08822992291220555,0
CL_04087,52,40300.0,14,MORTGAGE,10317,PERSONAL,14.24,2,0,3358.3333333333335,491.08920000000006,0.14623003473945412,0
CL_04088,68,25300.0,6,OWN,23284,PERSONAL,12.5,12,0,2108.3333333333335,1091.4375,0.5176778656126482,0
CL_04089,42,108600.0,3,MORTGAGE,12691,VENTURE,5.35,21,0,9050.0,557.0820208333333,0.06155602440147329,0
CL_04090,24,17300.0,16,RENT,2565,VENTURE,19.17,20,0,1441.6666666666667,127.3629375,0.08834423410404624,1
CL_04091,25,25000.0,5,MORTGAGE,22003,DEBT_CONSOLIDATION,6.32,25,0,2083.3333333333335,974.7329,0.46787179199999995,1
CL_04092,57,18500.0,10,OWN,16850,DEBT_CONSOLIDATION,14.88,6,0,1541.6666666666667,806.5533333333334,0.5231697297297297,0
CL_04093,61,123600.0,11,MORTGAGE,5119,MEDICAL,17.17,11,0,10300.0,249.9138458333333,0.024263480177993527,0
CL_04094,69,81700.0,14,OWN,19038,VENTURE,16.23,29,0,6808.333333333333,921.9944750000001,0.1354214651162791,0
CL_04095,33,15500.0,11,RENT,1241,EDUCATION,17.14,19,0,1291.6666666666667,60.57114166666667,0.04689378709677419,0
CL_04096,54,22100.0,10,OWN,5332,VENTURE,16.1,18,0,1841.6666666666667,257.9355,0.14005547511312216,0
CL_04097,65,22600.0,16,RENT,14398,VENTURE,11.68,7,0,1883.3333333333333,669.9869333333334,0.3557452743362832,0
CL_04098,42,26100.0,7,MORTGAGE,26363,PERSONAL,18.44,17,1,2175.0,1301.01405,0.5981673793103448,1
CL_04099,73,19400.0,11,MORTGAGE,19660,PERSONAL,18.69,21,0,1616.6666666666667,972.2689166666668,0.6014034536082474,1
CL_04100,43,25200.0,8,RENT,13745,DEBT_CONSOLIDATION,11.55,21,1,2100.0,638.8561458333332,0.30421721230158727,1
CL_04101,71,66400.0,10,OWN,11023,MEDICAL,12.27,4,0,5533.333333333333,515.6467541666667,0.09318917243975905,0
CL_04102,23,116800.0,2,RENT,15216,MEDICAL,12.28,3,0,9733.333333333334,711.8552,0.07313580821917808,0
CL_04103,62,14400.0,6,RENT,25961,VENTURE,9.18,25,0,1200.0,1181.0091583333335,0.9841742986111113,0
CL_04104,54,19400.0,2,OWN,31107,EDUCATION,6.72,4,0,1616.6666666666667,1383.2245999999998,0.8556028453608245,1
CL_04105,52,41300.0,15,RENT,21581,PERSONAL,8.93,14,0,3441.6666666666665,979.5076374999999,0.28460270338983046,0
CL_04106,65,14100.0,9,RENT,17773,EDUCATION,17.66,9,1,1175.0,871.321325,0.7415500638297873,1
CL_04107,71,41900.0,6,MORTGAGE,10417,PERSONAL,13.15,23,1,3491.6666666666665,491.1181458333333,0.140654361575179,0
CL_04108,69,50200.0,19,MORTGAGE,21022,VENTURE,17.75,25,0,4183.333333333333,1031.391875,0.24654785856573708,0
CL_04109,41,55300.0,14,OWN,4792,MEDICAL,16.18,18,0,4608.333333333333,231.9727333333333,0.05033766365280289,0
CL_04110,66,49400.0,9,MORTGAGE,18224,VENTURE,10.23,18,0,4116.666666666667,837.0131333333334,0.20332302834008095,0
CL_04111,64,26300.0,11,OWN,31451,PERSONAL,7.78,16,0,2191.6666666666665,1412.4119916666668,0.6444465361216731,0
CL_04112,41,32600.0,17,OWN,1234,MEDICAL,13.51,28,0,2716.6666666666665,58.363058333333335,0.021483334355828224,0
CL_04113,64,17900.0,8,MORTGAGE,16317,EDUCATION,19.04,12,0,1491.6666666666667,809.3231999999999,0.5425630391061452,1
CL_04114,31,48000.0,8,RENT,23463,EDUCATION,17.59,8,0,4000.0,1149.5892375,0.287397309375,0
CL_04115,59,95000.0,3,MORTGAGE,4138,DEBT_CONSOLIDATION,16.46,28,0,7916.666666666667,200.79645000000002,0.02536376210526316,0
CL_04116,24,47900.0,4,RENT,18192,EDUCATION,16.46,9,0,3991.6666666666665,882.7668,0.22115243423799583,0
CL_04117,71,23900.0,6,RENT,6159,DEBT_CONSOLIDATION,12.92,29,0,1991.6666666666667,289.78095,0.14549671129707115,0
CL_04118,21,66000.0,6,MORTGAGE,29662,MEDICAL,7.54,18,0,5500.0,1329.1047833333332,0.24165541515151512,0
CL_04119,48,150100.0,10,OWN,1066,VENTURE,9.28,6,0,12508.333333333334,48.53853333333333,0.0038804956695536307,0
CL_04120,44,42000.0,9,MORTGAGE,7546,VENTURE,13.67,14,0,3500.0,357.39742500000006,0.10211355000000001,0
CL_04121,55,50600.0,10,RENT,14985,MEDICAL,9.75,6,0,4216.666666666667,685.2515625,0.16251025197628458,0
CL_04122,33,54500.0,17,MORTGAGE,9187,MEDICAL,16.72,7,0,4541.666666666667,446.7944333333333,0.09837675596330274,0
CL_04123,67,13900.0,11,RENT,23337,PERSONAL,10.6,5,0,1158.3333333333333,1075.44675,0.9284432374100721,0
CL_04124,54,28400.0,15,RENT,13169,EDUCATION,6.71,3,0,2366.6666666666665,585.5266624999999,0.24740563204225352,0
CL_04125,31,26700.0,3,MORTGAGE,11665,EDUCATION,16.74,10,0,2225.0,567.4050416666666,0.25501350187265914,0
CL_04126,56,59900.0,16,RENT,5304,EDUCATION,15.47,16,0,4991.666666666667,255.1887,0.0511229449081803,0
CL_04127,71,55900.0,16,RENT,17000,DEBT_CONSOLIDATION,8.8,11,0,4658.333333333333,770.6666666666666,0.16543828264758498,0
